DATE(HOURS/DAY/MONTH/YEAR),ENERGY CONSUMPTION,TEMPERATURE(C),PRESSURE,HUMIDITY,WEATHER CODE,WIND DIRECTION(DEGREE),WIND SPEED(KMPH),WORKDAY,PUBLIC HOLIDAY
2021-04-22 10:00:00,1699,31,1011,48,113,224,13,1,0
2021-04-22 11:00:00,1627,33,1010,40,113,229,12,1,0
2021-04-22 12:00:00,1646,35,1009,33,113,234,12,1,0
2021-04-22 13:00:00,1709,35,1008,32,116,239,12,1,0
2021-04-22 14:00:00,1713,36,1007,30,116,243,12,1,0
2021-04-22 15:00:00,1669,36,1006,29,119,248,13,1,0
2021-04-22 16:00:00,1644,35,1007,37,119,247,11,1,0
2021-04-22 17:00:00,1661,35,1007,44,119,246,10,1,0
2021-04-22 18:00:00,1693,33,1008,52,119,245,8,1,0
2021-04-22 19:00:00,1658,32,1009,57,119,242,9,1,0
2021-04-22 20:00:00,1699,32,1009,63,119,239,9,1,0
2021-04-22 21:00:00,1816,31,1010,68,119,236,10,1,0
2021-04-22 22:00:00,1696,31,1010,62,119,226,8,1,0
2021-04-22 23:00:00,1740,30,1010,56,116,216,6,1,0
2021-04-23 00:00:00,1662,29,1009,50,116,206,4,1,0
2021-04-23 01:00:00,1627,29,1009,53,116,202,6,1,0
2021-04-23 02:00:00,1575,28,1009,55,116,197,7,1,0
2021-04-23 03:00:00,1755,27,1009,58,116,193,9,1,0
2021-04-23 04:00:00,1717,26,1009,60,116,198,10,1,0
2021-04-23 05:00:00,1705,26,1009,62,113,202,11,1,0
2021-04-23 06:00:00,1688,26,1009,65,113,207,12,1,0
2021-04-23 07:00:00,1632,26,1010,59,113,213,12,1,0
2021-04-23 08:00:00,1605,27,1010,53,113,219,13,1,0
2021-04-23 09:00:00,1642,30,1010,47,113,224,13,1,0
2021-04-23 10:00:00,1674,32,1010,41,113,234,13,1,0
2021-04-23 11:00:00,1662,34,1009,35,113,244,13,1,0
2021-04-23 12:00:00,1631,36,1009,29,113,253,13,1,0
2021-04-23 13:00:00,1645,36,1008,28,116,275,14,1,0
2021-04-23 14:00:00,1597,36,1007,27,116,297,11,1,0
2021-04-23 15:00:00,1741,36,1006,26,116,319,11,1,0
2021-04-23 16:00:00,1732,36,1006,29,116,319,11,1,0
2021-04-23 17:00:00,1664,35,1005,32,116,319,14,1,0
2021-04-23 18:00:00,1789,34,1005,36,116,320,13,1,0
2021-04-23 19:00:00,1720,33,1006,40,113,296,12,1,0
2021-04-23 20:00:00,1666,31,1007,44,113,273,12,1,0
2021-04-23 21:00:00,1639,30,1008,48,113,249,12,1,0
2021-04-23 22:00:00,1626,29,1008,50,113,236,12,1,0
2021-04-23 23:00:00,1617,29,1008,52,113,222,13,1,0
2021-04-24 00:00:00,1658,30,1008,54,113,208,14,0,0
2021-04-24 01:00:00,1710,28,1008,59,113,206,14,0,0
2021-04-24 02:00:00,1716,27,1008,64,113,204,15,0,0
2021-04-24 03:00:00,1750,25,1008,69,113,201,16,0,0
2021-04-24 04:00:00,1693,25,1009,70,113,200,15,0,0
2021-04-24 05:00:00,1711,24,1009,72,113,199,15,0,0
2021-04-24 06:00:00,1699,24,1009,74,113,198,15,0,0
2021-04-24 07:00:00,1696,25,1010,68,113,202,14,0,0
2021-04-24 08:00:00,1646,26,1010,63,113,207,14,0,0
2021-04-24 09:00:00,1613,28,1011,57,113,212,14,0,0
2021-04-24 10:00:00,1647,30,1010,50,113,216,13,0,0
2021-04-24 11:00:00,1588,32,1009,42,113,220,13,0,0
2021-04-24 12:00:00,1693,34,1009,35,113,225,13,0,0
2021-04-24 13:00:00,1699,35,1007,31,113,220,13,0,0
2021-04-24 14:00:00,1693,36,1006,27,113,216,13,0,0
2021-04-24 15:00:00,1692,37,1005,23,113,212,13,0,0
2021-04-24 16:00:00,1707,37,1006,26,113,214,14,0,0
2021-04-24 17:00:00,1682,36,1006,28,299,215,10,0,0
2021-04-24 18:00:00,1710,34,1006,30,176,217,16,0,0
2021-04-24 19:00:00,1669,32,1007,37,113,214,16,0,0
2021-04-24 20:00:00,1698,31,1008,44,113,211,11,0,0
2021-04-24 21:00:00,1713,30,1009,51,113,208,11,0,0
2021-04-24 22:00:00,1725,29,1009,57,116,209,11,0,0
2021-04-24 23:00:00,1672,29,1009,64,116,209,15,0,0
2021-04-25 00:00:00,1727,27,1009,71,119,209,13,0,0
2021-04-25 01:00:00,1710,26,1009,73,119,206,12,0,0
2021-04-25 02:00:00,1619,25,1009,74,116,203,11,0,0
2021-04-25 03:00:00,1663,24,1009,76,116,200,10,0,0
2021-04-25 04:00:00,1660,24,1009,76,113,205,9,0,0
2021-04-25 05:00:00,1677,24,1010,77,113,210,8,0,0
2021-04-25 06:00:00,1653,24,1010,77,113,216,8,0,0
2021-04-25 07:00:00,1635,26,1010,71,113,216,9,0,0
2021-04-25 08:00:00,1597,27,1011,64,113,216,11,0,0
2021-04-25 09:00:00,1753,28,1011,57,113,216,12,0,0
2021-04-25 10:00:00,1698,30,1011,50,113,220,12,0,0
2021-04-25 11:00:00,1653,32,1010,43,113,223,13,0,0
2021-04-25 12:00:00,1667,34,1010,36,113,227,13,0,0
2021-04-25 13:00:00,1731,35,1009,33,113,227,13,0,0
2021-04-25 14:00:00,1717,35,1007,31,113,227,13,0,0
2021-04-25 15:00:00,1624,36,1006,29,305,228,8,0,0
2021-04-25 16:00:00,1660,34,1007,42,176,207,11,0,0
2021-04-25 17:00:00,1651,32,1008,55,356,185,11,0,0
2021-04-25 18:00:00,1619,32,1009,69,356,164,13,0,0
2021-04-25 19:00:00,1651,31,1010,72,116,174,13,0,0
2021-04-25 20:00:00,1664,29,1011,75,305,184,15,0,0
2021-04-25 21:00:00,1647,29,1011,78,356,194,14,0,0
2021-04-25 22:00:00,1649,28,1011,76,119,215,12,0,0
2021-04-25 23:00:00,1648,28,1010,73,116,237,9,0,0
2021-04-26 00:00:00,1698,27,1009,70,116,258,7,1,0
2021-04-26 01:00:00,1662,26,1009,69,113,238,6,1,0
2021-04-26 02:00:00,1645,26,1009,67,113,218,5,1,0
2021-04-26 03:00:00,1694,25,1009,66,113,198,4,1,0
2021-04-26 04:00:00,1670,25,1009,66,113,200,5,1,0
2021-04-26 05:00:00,1681,25,1009,66,113,203,7,1,0
2021-04-26 06:00:00,1718,24,1010,66,113,206,9,1,0
2021-04-26 07:00:00,1610,26,1010,61,113,213,10,1,0
2021-04-26 08:00:00,1649,27,1011,56,113,220,11,1,0
2021-04-26 09:00:00,1708,28,1011,52,113,227,13,1,0
2021-04-26 10:00:00,1624,30,1010,46,113,228,12,1,0
2021-04-26 11:00:00,1661,32,1010,41,113,229,12,1,0
2021-04-26 12:00:00,1623,34,1009,36,113,230,11,1,0
2021-04-26 13:00:00,1705,35,1008,33,113,234,10,1,0
2021-04-26 14:00:00,1695,36,1007,30,113,238,5,1,0
2021-04-26 15:00:00,1624,37,1006,27,113,242,5,1,0
2021-04-26 16:00:00,1639,36,1005,32,113,251,5,1,0
2021-04-26 17:00:00,1663,35,1005,37,113,261,5,1,0
2021-04-26 18:00:00,1649,35,1005,43,113,270,6,1,0
2021-04-26 19:00:00,1637,33,1006,45,113,257,9,1,0
2021-04-26 20:00:00,1577,32,1006,47,113,243,9,1,0
2021-04-26 21:00:00,1685,31,1007,49,113,230,9,1,0
2021-04-26 22:00:00,1672,30,1008,50,113,216,9,1,0
2021-04-26 23:00:00,1664,29,1008,51,113,202,9,1,0
2021-04-27 00:00:00,1672,28,1009,53,113,189,9,1,0
2021-04-27 01:00:00,1702,27,1008,54,113,184,9,1,0
2021-04-27 02:00:00,1672,26,1008,55,113,179,8,1,0
2021-04-27 03:00:00,1691,25,1008,56,113,174,8,1,0
2021-04-27 04:00:00,1690,25,1008,58,113,182,8,1,0
2021-04-27 05:00:00,1681,25,1009,59,113,190,8,1,0
2021-04-27 06:00:00,1613,25,1009,61,113,198,8,1,0
2021-04-27 07:00:00,1636,25,1009,58,113,201,10,1,0
2021-04-27 08:00:00,1607,27,1010,55,113,205,12,1,0
2021-04-27 09:00:00,1658,29,1010,51,113,208,14,1,0
2021-04-27 10:00:00,1685,31,1010,45,113,213,13,1,0
2021-04-27 11:00:00,1675,33,1009,40,113,218,12,1,0
2021-04-27 12:00:00,1680,35,1008,34,113,222,11,1,0
2021-04-27 13:00:00,1725,36,1007,30,113,232,9,1,0
2021-04-27 14:00:00,1724,37,1006,27,113,241,8,1,0
2021-04-27 15:00:00,1664,38,1005,23,113,250,6,1,0
2021-04-27 16:00:00,1694,37,1005,30,113,234,9,1,0
2021-04-27 17:00:00,1723,37,1006,37,113,218,6,1,0
2021-04-27 18:00:00,1661,36,1006,44,113,203,8,1,0
2021-04-27 19:00:00,1677,35,1006,48,113,201,12,1,0
2021-04-27 20:00:00,1731,33,1007,52,113,200,11,1,0
2021-04-27 21:00:00,1663,32,1007,56,113,199,10,1,0
2021-04-27 22:00:00,1676,30,1007,58,113,197,9,1,0
2021-04-27 23:00:00,1656,29,1007,60,113,195,9,1,0
2021-04-28 00:00:00,1644,28,1007,61,113,193,8,1,0
2021-04-28 01:00:00,1669,28,1007,62,113,194,8,1,0
2021-04-28 02:00:00,1670,27,1007,63,113,195,8,1,0
2021-04-28 03:00:00,1697,27,1007,63,113,196,8,1,0
2021-04-28 04:00:00,1682,26,1008,64,113,199,9,1,0
2021-04-28 05:00:00,1633,26,1008,64,113,202,9,1,0
2021-04-28 06:00:00,1620,25,1009,64,113,205,10,1,0
2021-04-28 07:00:00,1659,26,1009,61,113,207,11,1,0
2021-04-28 08:00:00,1662,27,1009,57,113,210,12,1,0
2021-04-28 09:00:00,1667,29,1010,54,113,212,13,1,0
2021-04-28 10:00:00,1683,31,1009,48,113,215,12,1,0
2021-04-28 11:00:00,1670,33,1009,42,116,218,11,1,0
2021-04-28 12:00:00,1643,35,1008,37,119,221,10,1,0
2021-04-28 13:00:00,1647,34,1007,36,119,214,6,1,0
2021-04-28 14:00:00,1721,34,1006,35,119,207,8,1,0
2021-04-28 15:00:00,1768,34,1005,34,119,200,9,1,0
2021-04-28 16:00:00,1639,35,1006,40,119,196,10,1,0
2021-04-28 17:00:00,1624,35,1006,47,119,193,9,1,0
2021-04-28 18:00:00,1701,34,1006,53,119,190,9,1,0
2021-04-28 19:00:00,1686,32,1007,57,119,185,13,1,0
2021-04-28 20:00:00,1669,30,1008,61,116,181,11,1,0
2021-04-28 21:00:00,1594,29,1009,64,116,176,10,1,0
2021-04-28 22:00:00,1737,29,1008,61,113,185,9,1,0
2021-04-28 23:00:00,1751,28,1008,58,113,194,9,1,0
2021-04-29 00:00:00,1705,28,1008,56,113,202,8,1,0
2021-04-29 01:00:00,1589,27,1008,56,113,205,8,1,0
2021-04-29 02:00:00,1683,27,1008,57,113,207,8,1,0
2021-04-29 03:00:00,1672,26,1008,58,113,210,9,1,0
2021-04-29 04:00:00,1718,25,1008,61,113,206,9,1,0
2021-04-29 05:00:00,1709,25,1009,63,113,202,9,1,0
2021-04-29 06:00:00,1681,25,1010,66,113,198,9,1,0
2021-04-29 07:00:00,1618,25,1010,62,113,203,9,1,0
2021-04-29 08:00:00,1673,27,1010,58,113,207,9,1,0
2021-04-29 09:00:00,1710,30,1010,54,113,212,9,1,0
2021-04-29 10:00:00,1691,33,1010,46,113,190,8,1,0
2021-04-29 11:00:00,1578,34,1009,37,113,169,6,1,0
2021-04-29 12:00:00,1668,36,1008,29,113,148,4,1,0
2021-04-29 13:00:00,1653,37,1007,24,113,118,4,1,0
2021-04-29 14:00:00,1686,38,1006,19,113,88,4,1,0
2021-04-29 15:00:00,1724,39,1005,14,113,59,4,1,0
2021-04-29 16:00:00,1739,39,1004,15,113,120,4,1,0
2021-04-29 17:00:00,1651,39,1004,15,113,181,4,1,0
2021-04-29 18:00:00,1708,38,1004,16,113,242,5,1,0
2021-04-29 19:00:00,1663,36,1005,21,113,241,6,1,0
2021-04-29 20:00:00,1703,35,1005,27,113,240,7,1,0
2021-04-29 21:00:00,1715,33,1006,32,113,239,8,1,0
2021-04-29 22:00:00,1667,31,1007,36,113,226,8,1,0
2021-04-29 23:00:00,1662,30,1007,39,113,214,9,1,0
2021-04-30 00:00:00,1645,29,1008,43,113,201,9,1,0
2021-04-30 01:00:00,1684,28,1008,45,113,204,9,1,0
2021-04-30 02:00:00,1601,28,1008,48,113,206,9,1,0
2021-04-30 03:00:00,1644,27,1008,51,113,208,9,1,0
2021-04-30 04:00:00,1582,26,1008,53,113,207,9,1,0
2021-04-30 05:00:00,1668,26,1009,55,113,206,10,1,0
2021-04-30 06:00:00,1718,25,1009,57,113,205,10,1,0
2021-04-30 07:00:00,1756,26,1009,54,113,209,10,1,0
2021-04-30 08:00:00,1674,28,1010,51,113,213,11,1,0
2021-04-30 09:00:00,1762,29,1010,48,113,216,11,1,0
2021-04-30 10:00:00,1754,32,1009,40,113,198,9,1,0
2021-04-30 11:00:00,1630,34,1008,32,113,179,8,1,0
2021-04-30 12:00:00,1669,36,1008,24,113,161,6,1,0
2021-04-30 13:00:00,1668,37,1006,21,113,169,5,1,0
2021-04-30 14:00:00,1692,38,1005,17,113,178,4,1,0
2021-04-30 15:00:00,1678,39,1004,14,113,186,4,1,0
2021-04-30 16:00:00,1688,39,1004,15,113,199,4,1,0
2021-04-30 17:00:00,1727,39,1004,16,113,212,5,1,0
2021-04-30 18:00:00,1704,38,1004,17,113,225,6,1,0
2021-04-30 19:00:00,1723,37,1005,21,113,220,6,1,0
2021-04-30 20:00:00,1628,35,1005,25,113,215,7,1,0
2021-04-30 21:00:00,1596,34,1006,29,113,210,8,1,0
2021-04-30 22:00:00,1665,32,1007,31,113,203,8,1,0
2021-04-30 23:00:00,1665,31,1007,34,113,197,8,1,0
2021-05-01 00:00:00,1737,29,1008,36,113,190,9,0,1
2021-05-01 01:00:00,1721,28,1008,39,113,199,9,0,1
2021-05-01 02:00:00,1654,27,1008,42,113,208,10,0,1
2021-05-01 03:00:00,1630,26,1008,45,113,216,11,0,1
2021-05-01 04:00:00,1618,26,1008,48,113,217,11,0,1
2021-05-01 05:00:00,1648,25,1008,51,113,218,11,0,1
2021-05-01 06:00:00,1757,25,1009,55,113,219,11,0,1
2021-05-01 07:00:00,1591,26,1009,52,113,222,12,0,1
2021-05-01 08:00:00,1724,28,1010,49,113,225,12,0,1
2021-05-01 09:00:00,1699,31,1010,47,113,227,13,0,1
2021-05-01 10:00:00,1638,33,1009,40,113,234,12,0,1
2021-05-01 11:00:00,1651,35,1009,34,113,241,11,0,1
2021-05-01 12:00:00,1717,36,1008,27,113,248,9,0,1
2021-05-01 13:00:00,1738,37,1007,24,113,250,8,0,1
2021-05-01 14:00:00,1770,37,1006,21,113,252,7,0,1
2021-05-01 15:00:00,1700,38,1005,18,113,254,5,0,1
2021-05-01 16:00:00,1678,38,1004,20,113,253,6,0,1
2021-05-01 17:00:00,1637,38,1004,21,113,252,7,0,1
2021-05-01 18:00:00,1626,38,1004,22,113,251,7,0,1
2021-05-01 19:00:00,1706,36,1005,25,113,247,7,0,1
2021-05-01 20:00:00,1732,34,1005,28,113,243,7,0,1
2021-05-01 21:00:00,1636,33,1006,30,113,239,8,0,1
2021-05-01 22:00:00,1722,32,1007,34,113,229,8,0,1
2021-05-01 23:00:00,1591,30,1007,37,113,218,9,0,1
2021-05-02 00:00:00,1673,29,1008,41,113,208,9,0,0
2021-05-02 01:00:00,1616,28,1008,46,113,209,10,0,0
2021-05-02 02:00:00,1672,27,1008,50,113,209,11,0,0
2021-05-02 03:00:00,1634,26,1008,55,113,210,11,0,0
2021-05-02 04:00:00,1682,25,1008,58,113,215,12,0,0
2021-05-02 05:00:00,1678,25,1009,60,113,219,12,0,0
2021-05-02 06:00:00,1703,25,1009,62,113,224,12,0,0
2021-05-02 07:00:00,1737,26,1009,59,113,224,12,0,0
2021-05-02 08:00:00,1732,28,1010,56,113,224,12,0,0
2021-05-02 09:00:00,1694,29,1010,53,113,224,12,0,0
2021-05-02 10:00:00,1709,31,1010,47,113,223,11,0,0
2021-05-02 11:00:00,1638,33,1009,41,113,222,10,0,0
2021-05-02 12:00:00,1657,34,1009,35,113,221,9,0,0
2021-05-02 13:00:00,1676,35,1007,31,113,218,10,0,0
2021-05-02 14:00:00,1667,36,1006,27,113,216,6,0,0
2021-05-02 15:00:00,1725,37,1005,24,113,213,7,0,0
2021-05-02 16:00:00,1618,36,1005,25,113,221,8,0,0
2021-05-02 17:00:00,1661,36,1005,27,113,229,9,0,0
2021-05-02 18:00:00,1647,35,1004,29,113,237,9,0,0
2021-05-02 19:00:00,1684,34,1005,33,113,225,10,0,0
2021-05-02 20:00:00,1669,33,1006,37,113,212,9,0,0
2021-05-02 21:00:00,1689,31,1007,41,113,199,9,0,0
2021-05-02 22:00:00,1642,30,1007,44,113,197,13,0,0
2021-05-02 23:00:00,1652,29,1007,47,113,194,12,0,0
2021-05-03 00:00:00,1710,28,1008,50,113,192,10,1,1
2021-05-03 01:00:00,1658,27,1008,56,113,200,12,1,1
2021-05-03 02:00:00,1667,27,1008,61,113,208,13,1,1
2021-05-03 03:00:00,1700,26,1008,67,113,216,14,1,1
2021-05-03 04:00:00,1591,26,1009,71,113,214,14,1,1
2021-05-03 05:00:00,1677,25,1009,74,113,212,13,1,1
2021-05-03 06:00:00,1643,25,1010,78,113,210,13,1,1
2021-05-03 07:00:00,1666,26,1010,73,113,213,14,1,1
2021-05-03 08:00:00,1639,27,1010,68,113,215,14,1,1
2021-05-03 09:00:00,1670,29,1010,62,113,218,14,1,1
2021-05-03 10:00:00,1694,30,1010,54,113,228,13,1,1
2021-05-03 11:00:00,1706,32,1009,46,113,238,13,1,1
2021-05-03 12:00:00,1635,34,1009,38,113,248,12,1,1
2021-05-03 13:00:00,1688,34,1008,35,113,257,12,1,1
2021-05-03 14:00:00,1697,35,1007,32,113,266,8,1,1
2021-05-03 15:00:00,1653,36,1005,28,113,275,7,1,1
2021-05-03 16:00:00,1715,35,1006,33,113,263,8,1,1
2021-05-03 17:00:00,1605,35,1006,37,113,251,9,1,1
2021-05-03 18:00:00,1649,34,1006,42,113,239,9,1,1
2021-05-03 19:00:00,1665,32,1007,48,113,230,14,1,1
2021-05-03 20:00:00,1691,32,1007,53,113,221,13,1,1
2021-05-03 21:00:00,1698,31,1008,59,113,212,13,1,1
2021-05-03 22:00:00,1666,30,1008,55,113,209,13,1,1
2021-05-03 23:00:00,1708,29,1007,51,113,206,12,1,1
2021-05-04 00:00:00,1535,28,1007,47,113,204,12,1,0
2021-05-04 01:00:00,1482,27,1007,52,113,206,13,1,0
2021-05-04 02:00:00,1480,27,1007,57,113,209,14,1,0
2021-05-04 03:00:00,1487,27,1008,63,113,211,14,1,0
2021-05-04 04:00:00,1526,26,1008,67,113,214,14,1,0
2021-05-04 05:00:00,1406,26,1008,70,113,216,14,1,0
2021-05-04 06:00:00,1572,25,1009,74,113,219,14,1,0
2021-05-04 07:00:00,1491,25,1009,69,113,222,15,1,0
2021-05-04 08:00:00,1486,26,1009,63,113,225,15,1,0
2021-05-04 09:00:00,1470,29,1010,58,113,228,15,1,0
2021-05-04 10:00:00,1562,31,1009,50,113,233,14,1,0
2021-05-04 11:00:00,1559,33,1009,42,113,237,13,1,0
2021-05-04 12:00:00,1555,35,1008,34,113,242,13,1,0
2021-05-04 13:00:00,1525,35,1007,31,113,241,12,1,0
2021-05-04 14:00:00,1520,35,1006,28,113,240,12,1,0
2021-05-04 15:00:00,1498,35,1005,26,113,239,12,1,0
2021-05-04 16:00:00,1524,35,1005,31,113,226,10,1,0
2021-05-04 17:00:00,1481,34,1005,36,113,212,11,1,0
2021-05-04 18:00:00,1568,33,1005,41,113,199,17,1,0
2021-05-04 19:00:00,1529,32,1006,48,113,191,15,1,0
2021-05-04 20:00:00,1529,30,1007,54,113,184,13,1,0
2021-05-04 21:00:00,1474,29,1007,61,113,177,12,1,0
2021-05-04 22:00:00,1520,29,1008,64,113,182,12,1,0
2021-05-04 23:00:00,1538,27,1009,68,116,187,12,1,0
2021-05-05 00:00:00,1442,26,1009,71,116,192,12,1,0
2021-05-05 01:00:00,1547,25,1009,74,116,195,13,1,0
2021-05-05 02:00:00,1501,24,1009,77,116,198,13,1,0
2021-05-05 03:00:00,1530,25,1008,80,116,201,14,1,0
2021-05-05 04:00:00,1495,24,1009,82,116,209,13,1,0
2021-05-05 05:00:00,1484,24,1009,84,116,218,13,1,0
2021-05-05 06:00:00,1507,24,1010,86,116,227,13,1,0
2021-05-05 07:00:00,1488,24,1010,79,116,229,13,1,0
2021-05-05 08:00:00,1448,26,1010,71,113,232,14,1,0
2021-05-05 09:00:00,1476,28,1010,63,113,234,14,1,0
2021-05-05 10:00:00,1496,30,1010,54,113,233,13,1,0
2021-05-05 11:00:00,1508,32,1009,44,113,232,12,1,0
2021-05-05 12:00:00,1457,34,1009,35,113,231,12,1,0
2021-05-05 13:00:00,1497,35,1007,31,113,232,11,1,0
2021-05-05 14:00:00,1517,36,1006,27,113,234,10,1,0
2021-05-05 15:00:00,1504,37,1005,23,113,235,9,1,0
2021-05-05 16:00:00,1483,35,1005,24,113,227,10,1,0
2021-05-05 17:00:00,1461,34,1006,26,113,219,10,1,0
2021-05-05 18:00:00,1479,33,1006,28,113,211,6,1,0
2021-05-05 19:00:00,1427,32,1006,32,113,211,9,1,0
2021-05-05 20:00:00,1429,30,1007,37,113,210,9,1,0
2021-05-05 21:00:00,1455,29,1008,41,116,209,8,1,0
2021-05-05 22:00:00,1480,29,1008,41,116,212,10,1,0
2021-05-05 23:00:00,1541,28,1009,42,116,216,12,1,0
2021-05-06 00:00:00,1523,28,1009,42,116,220,14,1,0
2021-05-06 01:00:00,1575,28,1009,46,116,215,13,1,0
2021-05-06 02:00:00,1512,27,1009,49,113,211,13,1,0
2021-05-06 03:00:00,1503,26,1009,52,113,206,12,1,0
2021-05-06 04:00:00,1515,26,1010,56,116,200,12,1,0
2021-05-06 05:00:00,1423,25,1010,59,116,194,12,1,0
2021-05-06 06:00:00,1565,25,1010,63,116,188,11,1,0
2021-05-06 07:00:00,1572,26,1011,59,116,197,12,1,0
2021-05-06 08:00:00,1532,28,1011,55,116,206,12,1,0
2021-05-06 09:00:00,1531,29,1011,50,116,215,13,1,0
2021-05-06 10:00:00,1477,31,1011,44,116,227,12,1,0
2021-05-06 11:00:00,1475,33,1010,38,116,238,12,1,0
2021-05-06 12:00:00,1530,34,1010,32,116,250,12,1,0
2021-05-06 13:00:00,1431,36,1008,29,113,259,11,1,0
2021-05-06 14:00:00,1480,36,1007,26,113,267,10,1,0
2021-05-06 15:00:00,1417,37,1006,23,113,276,9,1,0
2021-05-06 16:00:00,1472,37,1006,26,113,257,10,1,0
2021-05-06 17:00:00,1476,36,1006,30,113,237,11,1,0
2021-05-06 18:00:00,1531,33,1006,34,299,218,12,1,0
2021-05-06 19:00:00,1465,31,1007,39,176,215,13,1,0
2021-05-06 20:00:00,1444,32,1008,45,113,213,15,1,0
2021-05-06 21:00:00,1506,31,1009,50,113,210,16,1,0
2021-05-06 22:00:00,1550,29,1009,56,113,208,15,1,0
2021-05-06 23:00:00,1534,28,1010,62,113,206,15,1,0
2021-05-07 00:00:00,1494,26,1011,68,113,204,15,1,0
2021-05-07 01:00:00,1482,25,1011,70,113,206,15,1,0
2021-05-07 02:00:00,1560,25,1011,73,113,207,15,1,0
2021-05-07 03:00:00,1502,24,1011,76,116,209,16,1,0
2021-05-07 04:00:00,1468,24,1011,78,116,210,16,1,0
2021-05-07 05:00:00,1520,24,1012,79,116,211,16,1,0
2021-05-07 06:00:00,1508,24,1012,81,116,213,16,1,0
2021-05-07 07:00:00,1526,25,1013,76,116,216,16,1,0
2021-05-07 08:00:00,1538,26,1013,70,116,219,17,1,0
2021-05-07 09:00:00,1502,27,1014,64,116,222,18,1,0
2021-05-07 10:00:00,1470,28,1013,57,116,225,18,1,0
2021-05-07 11:00:00,1507,30,1013,51,116,228,17,1,0
2021-05-07 12:00:00,1516,31,1012,44,113,231,17,1,0
2021-05-07 13:00:00,1557,32,1011,40,116,229,17,1,0
2021-05-07 14:00:00,1502,33,1010,37,116,227,16,1,0
2021-05-07 15:00:00,1536,34,1009,34,116,225,15,1,0
2021-05-07 16:00:00,1530,33,1009,36,116,217,16,1,0
2021-05-07 17:00:00,1520,32,1009,38,113,210,14,1,0
2021-05-07 18:00:00,1463,31,1009,40,113,202,14,1,0
2021-05-07 19:00:00,1511,30,1010,47,116,200,13,1,0
2021-05-07 20:00:00,1575,29,1011,53,116,197,15,1,0
2021-05-07 21:00:00,1523,27,1011,60,116,195,14,1,0
2021-05-07 22:00:00,1464,27,1012,61,116,200,15,1,0
2021-05-07 23:00:00,1523,28,1012,62,113,205,15,1,0
2021-05-08 00:00:00,1537,28,1012,63,113,210,16,0,0
2021-05-08 01:00:00,1537,27,1012,67,113,210,17,0,0
2021-05-08 02:00:00,1486,26,1012,71,113,210,17,0,0
2021-05-08 03:00:00,1497,25,1012,75,113,211,18,0,0
2021-05-08 04:00:00,1457,24,1012,77,116,208,17,0,0
2021-05-08 05:00:00,1495,24,1012,79,116,205,16,0,0
2021-05-08 06:00:00,1572,24,1013,82,119,202,15,0,0
2021-05-08 07:00:00,1478,25,1013,75,116,206,16,0,0
2021-05-08 08:00:00,1534,26,1013,69,116,209,16,0,0
2021-05-08 09:00:00,1480,28,1014,62,116,213,17,0,0
2021-05-08 10:00:00,1476,29,1013,55,116,216,17,0,0
2021-05-08 11:00:00,1519,31,1012,47,113,218,16,0,0
2021-05-08 12:00:00,1558,33,1012,40,113,221,16,0,0
2021-05-08 13:00:00,1552,33,1011,38,113,221,12,0,0
2021-05-08 14:00:00,1490,33,1010,35,113,220,11,0,0
2021-05-08 15:00:00,1530,34,1009,33,113,220,11,0,0
2021-05-08 16:00:00,1574,33,1009,44,305,196,13,0,0
2021-05-08 17:00:00,1482,30,1010,56,299,172,11,0,0
2021-05-08 18:00:00,1536,29,1011,67,305,148,9,0,0
2021-05-08 19:00:00,1501,29,1012,73,119,152,11,0,0
2021-05-08 20:00:00,1570,26,1013,80,356,157,13,0,0
2021-05-08 21:00:00,1464,25,1013,86,356,161,12,0,0
2021-05-08 22:00:00,1446,24,1013,85,356,176,15,0,0
2021-05-08 23:00:00,1543,24,1013,83,305,190,14,0,0
2021-05-09 00:00:00,1564,23,1013,81,176,205,14,0,0
2021-05-09 01:00:00,1468,22,1013,82,176,202,12,0,0
2021-05-09 02:00:00,1472,22,1012,82,176,200,11,0,0
2021-05-09 03:00:00,1472,22,1012,83,116,197,9,0,0
2021-05-09 04:00:00,1571,22,1012,82,113,186,9,0,0
2021-05-09 05:00:00,1455,22,1013,82,113,175,8,0,0
2021-05-09 06:00:00,1562,22,1013,81,113,164,7,0,0
2021-05-09 07:00:00,1477,24,1013,74,113,167,7,0,0
2021-05-09 08:00:00,1548,24,1013,66,113,170,8,0,0
2021-05-09 09:00:00,1482,26,1013,58,113,173,9,0,0
2021-05-09 10:00:00,1435,27,1013,51,113,181,9,0,0
2021-05-09 11:00:00,1543,29,1012,44,113,190,9,0,0
2021-05-09 12:00:00,1540,30,1011,37,113,199,10,0,0
2021-05-09 13:00:00,1521,30,1010,42,116,229,10,0,0
2021-05-09 14:00:00,1409,30,1010,48,116,259,10,0,0
2021-05-09 15:00:00,1495,29,1009,54,116,290,11,0,0
2021-05-09 16:00:00,1534,28,1009,62,119,282,12,0,0
2021-05-09 17:00:00,1442,27,1010,70,356,274,12,0,0
2021-05-09 18:00:00,1501,26,1011,78,356,266,13,0,0
2021-05-09 19:00:00,1491,24,1012,80,305,240,10,0,0
2021-05-09 20:00:00,1512,23,1013,82,305,214,11,0,0
2021-05-09 21:00:00,1532,22,1014,84,305,189,11,0,0
